

words_alpha mat1 temp1 chs0:
<lizing>  [<|li|z|ing|>]
<<the>>  [<|<|the|>|>]

big mat2 temp1 chs10:
<<ba>>  [<|<|ba|>|>]
<<fiianapvaal>>  [<|<|fi|ian|ap|va|al|>|>]
<<withdiamacromole>>  [<|<|with|dia|macro|mo|le|>|>]
<<alndcrawe>>  [<|<|al|nd|cr|a|we|>|>]
<<saastrin>>  [<|<|sa|astr|in|>|>]
<<diseina>>  [<|<|dis|ei|na|>|>]
<<fochronowflexgeandhi>>  [<|<|fo|chron|ow|flex|ge|and|hi|>|>]
<<edaquaduct>>  [<|<|ed|aqua|du|ct|>|>]
<<conmetrmenme>>  [<|<|con|metr|men|me|>|>]
<<tebo>>  [<|<|te|bo|>|>]
<<on>>  [<|<|on|>|>]
<<le>>  [<|<|le|>|>]
<<wihephobias>>  [<|<|wi|he|phobia|s|>|>]
<<dueriurethtiomicrohen>>  [<|<|du|eri|ure|th|tio|micro|he|n|>|>]
<<al>>  [<|<|al|>|>]
<<igants>>  [<|<|ig|an|ts|>|>]
<<dis>>  [<|<|dis|>|>]
<<madempus>>  [<|<|ma|de|mp|us|>|>]
<<dinesjmitet>>  [<|<|di|nes|j|mit|et|>|>]
<<the>>  [<|<|the|>|>]
<<biscript's>>  [<|<|bi|script|'|s|>|>]
<<di>>  [<|<|di|>|>]
<<harrphaye>>  [<|<|ha|rr|ph|ay|e|>|>]
<<raphotom>>  [<|<|ra|phot|om|>|>]
<<a>>  [<|<|a|>|>]

big mat2 temp1 chs50:
<<lamortryless>>  [<|<|la|mort|ry|less|>|>]
<<thri>>  [<|<|th|ri|>|>]
<<te>>  [<|<|te|>|>]
<<sta>>  [<|<|sta|>|>]
<<hersunteda>>  [<|<|her|su|nte|da|>|>]
<<nashipwêxcaptssine>>  [<|<|na|ship|we|̂|x|capt|ss|ine|>|>]
<<theemim>>  [<|<|the|em|im|>|>]
<<thechophobia>>  [<|<|the|ch|o|phobia|>|>]
<<bephanthe>>  [<|<|be|ph|ant|he|>|>]
<<sott>>  [<|<|so|tt|>|>]
<<post>>  [<|<|post|>|>]
<<se>>  [<|<|se|>|>]
<<stamortowallia>>  [<|<|sta|mort|ow|all|ia|>|>]
<<ofntecolic>>  [<|<|of|nte|col|ic|>|>]
<<fos>>  [<|<|f|os|>|>]
<<in>>  [<|<|in|>|>]
<<detedie>>  [<|<|de|ted|ie|>|>]
<<allpur>>  [<|<|all|p|ur|>|>]
<<bu>>  [<|<|bu|>|>]
<<brity>>  [<|<|br|ity|>|>]
<<pa>>  [<|<|pa|>|>]
<<was>>  [<|<|was|>|>]
<<netractmbmicroaquaca>>  [<|<|ne|tract|mb|micro|aqua|ca|>|>]
<<seastr>>  [<|<|se|astr|>|>]
<<tha>>  [<|<|tha|>|>]

big mat2 temp2 chs0:
<<briber>>  [<|<|br|i|be|r|>|>]
<<are>>  [<|<|ar|e|>|>]
<<september>>  [<|<|se|p|te|mb|er|>|>]
<<thos>>  [<|<|th|os|>|>]
<<got>>  [<|<|g|ot|>|>]
<<cheval>>  [<|<|ch|ev|al|>|>]
<<civilian>>  [<|<|ci|vi|li|an|>|>]
<<rimina>>  [<|<|ri|mi|na|>|>]
<<unlimbo>>  [<|<|un|li|mb|o|>|>]
<<key>>  [<|<|ke|y|>|>]
<<to>>  [<|<|to|>|>]
<<he>>  [<|<|he|>|>]
<<was>>  [<|<|was|>|>]
<<taters>>  [<|<|ta|ter|s|>|>]
<<by>>  [<|<|by|>|>]
<<overvice>>  [<|<|ove|r|vi|ce|>|>]
<<creased>>  [<|<|cr|ea|se|d|>|>]
<<coach>>  [<|<|co|ac|h|>|>]
<<conestogen>>  [<|<|con|est|og|en|>|>]
<<the>>  [<|<|the|>|>]
<<the>>  [<|<|the|>|>]
<<which>>  [<|<|wh|ic|h|>|>]
<<sculable>>  [<|<|sc|ul|able|>|>]
<<tracked>>  [<|<|tra|ck|ed|>|>]
<<appoint>>  [<|<|ap|po|int|>|>]

big mat2 temp2 chs10:
<<depportfere>>  [<|<|de|p|port|f|ere|>|>]
<<tr>>  [<|<|tr|>|>]
<<pa>>  [<|<|pa|>|>]
<<canalbltheduureodthezel>>  [<|<|ca|nal|bl|the|du|ure|od|the|z|el|>|>]
<<thepemortsuimateovæheret>>  [<|<|the|pe|mort|su|im|ate|ov|æ|her|et|>|>]
<<le>>  [<|<|le|>|>]
<<thehamateley>>  [<|<|the|ha|ma|tele|y|>|>]
<<po>>  [<|<|po|>|>]
<<and>>  [<|<|and|>|>]
<<in>>  [<|<|in|>|>]
<<toog>>  [<|<|to|og|>|>]
<<knon>>  [<|<|k|non|>|>]
<<as>>  [<|<|as|>|>]
<<ap>>  [<|<|ap|>|>]
<<toist>>  [<|<|to|ist|>|>]
<<is>>  [<|<|is|>|>]
<<paing>>  [<|<|pa|ing|>|>]
<<disubstioovejectdicot>>  [<|<|di|sub|st|io|ove|ject|dic|ot|>|>]
<<wasioitow>>  [<|<|was|io|it|ow|>|>]
<<ca>>  [<|<|ca|>|>]
<<thenchascribmpiseomet>>  [<|<|the|nc|ha|scrib|mp|ise|om|et|>|>]
<<la>>  [<|<|la|>|>]
<<hcrous>>  [<|<|h|cr|ous|>|>]
<<waapatio>>  [<|<|wa|ap|a|tio|>|>]
<<multiessclationflexmenconan>>  [<|<|multi|ess|cl|ation|flex|men|con|an|>|>]

big mat2 temp2 chs50:
<<lopolyspecniiveoau>>  [<|<|lo|poly|spec|ni|ive|o|au|>|>]
<<aabbi>>  [<|<|a|ab|bi|>|>]
<<thema>>  [<|<|the|ma|>|>]
<<alkversai>>  [<|<|al|k|vers|ai|>|>]
<<atwithelsi>>  [<|<|at|with|el|si|>|>]
<<hiscidemicrosubli>>  [<|<|his|cide|micro|sub|li|>|>]
<<bepathaysi>>  [<|<|be|path|ay|si|>|>]
<<subepjecthishipwitlyho>>  [<|<|sub|ep|ject|hi|ship|wit|ly|ho|>|>]
<<founimphotonsivity>>  [<|<|fo|un|im|phot|ons|iv|ity|>|>]
<<li>>  [<|<|li|>|>]
<<or>>  [<|<|or|>|>]
<<frgeless>>  [<|<|fr|ge|less|>|>]
<<the>>  [<|<|the|>|>]
<<on>>  [<|<|on|>|>]
<<fi>>  [<|<|fi|>|>]
<<reloesti>>  [<|<|re|lo|est|i|>|>]
<<vi>>  [<|<|vi|>|>]
<<jtinto>>  [<|<|j|tin|to|>|>]
<<tology>>  [<|<|to|logy|>|>]
<<chphobiastrueene>>  [<|<|ch|phobia|stru|ee|ne|>|>]
<<for>>  [<|<|for|>|>]
<<andet>>  [<|<|and|et|>|>]
<<counter>>  [<|<|counter|>|>]
<<whosmo>>  [<|<|wh|o|s|mo|>|>]
<<an>>  [<|<|an|>|>]

big mat2 temp5 chs0:
<<in>>  [<|<|in|>|>]
<<the>>  [<|<|the|>|>]
<<the>>  [<|<|the|>|>]
<<usually>>  [<|<|us|ua|ll|y|>|>]
<<only>>  [<|<|on|ly|>|>]
<<went>>  [<|<|we|nt|>|>]
<<throublic>>  [<|<|th|ro|u|bl|ic|>|>]
<<related>>  [<|<|re|la|ted|>|>]
<<he>>  [<|<|he|>|>]
<<variantapex>>  [<|<|va|ri|ant|ap|ex|>|>]
<<kanga>>  [<|<|k|an|ga|>|>]
<<academic>>  [<|<|ac|ad|em|ic|>|>]
<<victory>>  [<|<|vi|ct|or|y|>|>]
<<described>>  [<|<|de|scrib|ed|>|>]
<<academicon>>  [<|<|ac|ad|em|ic|on|>|>]
<<government>>  [<|<|g|ove|rn|men|t|>|>]
<<of>>  [<|<|of|>|>]
<<mique>>  [<|<|mi|q|u|e|>|>]
<<of>>  [<|<|of|>|>]
<<paterning>>  [<|<|pa|ter|ni|ng|>|>]
<<betwelcomed>>  [<|<|be|t|we|l|com|ed|>|>]
<<crease>>  [<|<|cr|ea|se|>|>]
<<the>>  [<|<|the|>|>]
<<some>>  [<|<|so|me|>|>]
<<natant>>  [<|<|na|ta|nt|>|>]

big mat2 temp5 chs10:
<<asest>>  [<|<|as|est|>|>]
<<re>>  [<|<|re|>|>]
<<caste>>  [<|<|ca|ste|>|>]
<<by>>  [<|<|by|>|>]
<<a>>  [<|<|a|>|>]
<<evverslessccred>>  [<|<|ev|vers|less|c|cred|>|>]
<<scverscredocæeax>>  [<|<|sc|vers|cred|oc|æ|ea|x|>|>]
<<doplio>>  [<|<|do|pl|io|>|>]
<<wa>>  [<|<|wa|>|>]
<<by>>  [<|<|by|>|>]
<<trim>>  [<|<|tr|im|>|>]
<<depïower>>  [<|<|de|pi|̈|ow|er|>|>]
<<of>>  [<|<|of|>|>]
<<bejunctvimine>>  [<|<|be|junct|vi|mi|ne|>|>]
<<caastraryreso>>  [<|<|ca|astr|ary|re|so|>|>]
<<qiong>>  [<|<|q|ion|g|>|>]
<<magradthermwiforke>>  [<|<|ma|grad|therm|wi|for|ke|>|>]
<<hehrtgraphastrabac>>  [<|<|he|h|rt|graph|astr|ab|ac|>|>]
<<frspintrapsychica>>  [<|<|fr|sp|intra|psych|ica|>|>]
<<linon>>  [<|<|lin|on|>|>]
<<stacus>>  [<|<|sta|cu|s|>|>]
<<lo>>  [<|<|lo|>|>]
<<hom>>  [<|<|hom|>|>]
<<tda>>  [<|<|t|da|>|>]
<<portfacbunailphobiaticgens>>  [<|<|port|fac|bu|na|il|phobia|tic|ge|ns|>|>]

big mat2 temp5 chs50:
<<fverbaication>>  [<|<|f|ver|ba|ica|tion|>|>]
<<howitomvertmbshiptaphobia>>  [<|<|ho|wit|om|vert|mb|ship|ta|phobia|>|>]
<<allnsage>>  [<|<|all|ns|age|>|>]
<<andpost>>  [<|<|and|post|>|>]
<<coclbycter>>  [<|<|co|cl|by|ct|er|>|>]
<<the>>  [<|<|the|>|>]
<<mindpathhydrngin>>  [<|<|mi|nd|path|hydr|ng|in|>|>]
<<lness>>  [<|<|l|ness|>|>]
<<evstrocationomism>>  [<|<|ev|str|oc|ation|om|ism|>|>]
<<lertforr>>  [<|<|le|rt|fo|rr|>|>]
<<blesstacide>>  [<|<|bl|ess|ta|cide|>|>]
<<sekegradduine>>  [<|<|se|ke|grad|du|ine|>|>]
<<ad́frica>>  [<|<|ad|́|fr|ica|>|>]
<<inpost>>  [<|<|in|post|>|>]
<<gidtem>>  [<|<|g|id|te|m|>|>]
<<the>>  [<|<|the|>|>]
<<to>>  [<|<|to|>|>]
<<torrnredcaptrinrsconce>>  [<|<|tor|rn|red|capt|rin|rs|con|ce|>|>]
<<mirizeemrnithiveogceptgradbuasit>>  [<|<|m|ir|ize|em|rn|ith|ive|og|cept|grad|bu|as|it|>|>]
<<itcontpolynteur>>  [<|<|it|con|t|poly|nte|ur|>|>]
<<pe>>  [<|<|pe|>|>]
<<rocverckeer>>  [<|<|ro|c|ver|ck|eer|>|>]
<<moes>>  [<|<|mo|es|>|>]
<<ofcom>>  [<|<|of|com|>|>]
<<inter>>  [<|<|inter|>|>]

female_names mat1 temp1 chs0:
<de>  [<|de|>]
<wanali>  [<|w|ana|li|>]
<evaelyndesia>  [<|ev|ae|ly|n|de|si|a|>]
<bryla>  [<|br|yl|a|>]
<ma>  [<|ma|>]
<ka>  [<|k|a|>]
<jeryan>  [<|j|er|yan|>]
<brika>  [<|br|ik|a|>]
<leniste>  [<|l|e|ni|s|te|>]
<samaremitram>  [<|sa|ma|re|mi|tr|am|>]
<na>  [<|na|>]
<gine>  [<|g|ine|>]
<hidon>  [<|hi|d|on|>]
<shaqulee>  [<|sha|qu|lee|>]
<amarie>  [<|ama|rie|>]
<cara>  [<|ca|ra|>]
<riahanna>  [<|r|ia|h|an|na|>]
<zie>  [<|z|ie|>]
<kauillenie>  [<|ka|u|il|le|n|ie|>]
<randa>  [<|ra|nd|a|>]
<khannett>  [<|k|h|ann|e|tt|>]
<aribelle>  [<|ari|be|lle|>]
<mya>  [<|my|a|>]
<cahatalyzmikashal>  [<|ca|h|at|aly|z|mi|k|ash|al|>]
<keatha>  [<|ke|a|th|a|>]

female_names mat1 temp1 chs10:
<e>  [<|e|>]
<ma>  [<|ma|>]
<ela>  [<|ela|>]
<eabeautjryuni>  [<|ea|be|aut|j|ry|uni|>]
<astrae>  [<|astr|ae|>]
<lamo>  [<|la|mo|>]
<aquaetta>  [<|aqua|ett|a|>]
<uni>  [<|uni|>]
<̂amaeerxshiph>  [<|̂|ama|eer|x|ship|h|>]
<e>  [<|e|>]
<ur>  [<|ur|>]
<naanna>  [<|na|anna|>]
<meteria>  [<|meter|ia|>]
<amadaiseca>  [<|ama|da|ise|ca|>]
<aqua>  [<|aqua|>]
<ir>  [<|ir|>]
<marpostmis>  [<|mar|post|mis|>]
<ztoflexfleciatri>  [<|z|to|flex|flec|ia|tri|>]
<thermae>  [<|therm|ae|>]
<transateavineintra>  [<|trans|ate|av|ine|intra|>]
<an>  [<|a|n|>]
<ama>  [<|ama|>]
<strumultiantria>  [<|stru|multi|ant|ria|>]
<gsist>  [<|g|s|ist|>]
<lineab>  [<|lin|ea|b|>]

female_names mat1 temp1 chs50:
<hentria>  [<|h|ent|ria|>]
<yahianqu>  [<|yah|ian|qu|>]
<em>  [<|em|>]
<aintra>  [<|a|intra|>]
<ish>  [<|ish|>]
<coltrauelcides>  [<|col|tr|au|el|cide|s|>]
<alaversandid>  [<|ala|vers|and|id|>]
<il>  [<|il|>]
<fleciace>  [<|flec|ia|ce|>]
<dijecttude>  [<|di|ject|tude|>]
<flexaddic>  [<|flex|ad|dic|>]
<ablegraphcomahbe>  [<|able|graph|com|ah|be|>]
<arluhydrage>  [<|arl|u|hydr|age|>]
<stastr>  [<|st|astr|>]
<tractnn>  [<|tract|nn|>]
<ale>  [<|ale|>]
<ine>  [<|ine|>]
<mari>  [<|mari|>]
<adyahjunctzey>  [<|ad|yah|junct|z|ey|>]
<yeeererdic>  [<|ye|eer|er|dic|>]
<heria>  [<|he|ria|>]
<shapre>  [<|sha|pre|>]
<enab>  [<|en|ab|>]
<>  [<|>]
<alanconash>  [<|al|an|con|ash|>]

female_names mat1 temp2 chs0:
<jearle>  [<|j|e|ar|le|>]
<heen>  [<|he|en|>]
<ah>  [<|ah|>]
<maristine>  [<|ma|ri|st|ine|>]
<desillin>  [<|de|s|il|li|n|>]
<atleylata>  [<|at|le|y|la|ta|>]
<daie>  [<|da|i|e|>]
<mitzelle>  [<|mit|z|ell|e|>]
<evie>  [<|ev|ie|>]
<a>  [<|a|>]
<le>  [<|le|>]
<dasha>  [<|da|sha|>]
<linille>  [<|li|ni|lle|>]
<doraelex>  [<|do|ra|ele|x|>]
<ailamacka>  [<|ai|la|ma|c|k|a|>]
<jamiley>  [<|ja|mi|le|y|>]
<brierria>  [<|br|ie|rr|ia|>]
<niyah>  [<|ni|ya|h|>]
<heyana>  [<|he|yan|a|>]
<melesson>  [<|me|less|on|>]
<mani>  [<|ma|ni|>]
<phakyl>  [<|p|h|ak|yl|>]
<pasia>  [<|p|as|ia|>]
<joludishaisha>  [<|j|ol|u|dis|ha|isha|>]
<rozareonora>  [<|ro|za|re|on|or|a|>]

female_names mat1 temp2 chs10:
<e>  [<|e|>]
<terka>  [<|t|er|ka|>]
<ce>  [<|ce|>]
<stbrçan>  [<|st|br|ç|an|>]
<ishaneselyphotia>  [<|isha|ne|s|ely|phot|ia|>]
<sichamariurrl>  [<|si|cha|mari|ur|rl|>]
<eri>  [<|eri|>]
<>  [<|>]
<kenre>  [<|ke|n|re|>]
<ashash>  [<|ash|ash|>]
<scribdaidali>  [<|scrib|da|id|ali|>]
<faciadaanamisvi>  [<|fac|ia|da|ana|mis|vi|>]
<jeinterria>  [<|je|inter|ria|>]
<aushibilis>  [<|au|shi|bi|lis|>]
<ty>  [<|ty|>]
<sherrylful>  [<|she|rr|y|l|ful|>]
<ant>  [<|ant|>]
<ki>  [<|ki|>]
<ctorlee>  [<|ct|or|lee|>]
<aquatb>  [<|aqua|t|b|>]
<daq>  [<|da|q|>]
<enadis>  [<|ena|dis|>]
<ayriaceptionx>  [<|ay|ria|cept|ion|x|>]
<̈age>  [<|̈|age|>]
<elagraphsha>  [<|ela|graph|sha|>]

female_names mat1 temp2 chs50:
<kve>  [<|k|ve|>]
<çhoodent>  [<|ç|hood|ent|>]
<ceptionbedia>  [<|cept|ion|be|dia|>]
<cixur>  [<|ci|x|ur|>]
<autmacroakte>  [<|aut|macro|ak|te|>]
<drcides>  [<|dr|cide|s|>]
<anintershiphl>  [<|an|inter|ship|h|l|>]
<autinajunctjecttherma>  [<|aut|ina|junct|ject|therm|a|>]
<si>  [<|si|>]
<dapulsalerl>  [<|da|puls|ale|rl|>]
<iesh>  [<|ie|sh|>]
<elaous-zoo>  [<|ela|ous|-|zoo|>]
<iyjectce>  [<|iy|ject|ce|>]
<̀ormeter>  [<|̀|or|meter|>]
<çlynf>  [<|ç|lyn|f|>]
<taibleyncéyan>  [<|ta|ible|y|nce|́|yan|>]
<ar>  [<|ar|>]
<uei>  [<|u|ei|>]
<aylu>  [<|ayl|u|>]
<li>  [<|li|>]
<́lmacroim>  [<|́|l|macro|im|>]
<myent>  [<|my|ent|>]
<harhi>  [<|har|hi|>]
<passionoaiary>  [<|pass|ion|o|ai|ary|>]
<dora>  [<|do|ra|>]

female_names mat1 temp5 chs0:
<adrahala>  [<|ad|ra|h|ala|>]
<anysta>  [<|an|ys|ta|>]
<miriesha>  [<|mi|r|ie|sha|>]
<i>  [<|i|>]
<gilyu>  [<|g|il|y|u|>]
<zakani>  [<|za|ka|ni|>]
<eloril>  [<|e|l|or|il|>]
<an>  [<|a|n|>]
<joreida>  [<|jo|r|e|id|a|>]
<key>  [<|k|ey|>]
<ta>  [<|ta|>]
<mikamegine>  [<|mi|ka|me|g|ine|>]
<melinelis>  [<|me|lin|e|lis|>]
<dance>  [<|da|nce|>]
<kalineymary>  [<|k|a|li|ne|y|m|ary|>]
<jamai>  [<|ja|ma|i|>]
<linda>  [<|lin|da|>]
<seraminielin>  [<|se|ra|mi|ni|e|lin|>]
<shellendrika>  [<|she|ll|en|dr|ik|a|>]
<brene>  [<|br|en|e|>]
<lalynne>  [<|la|lynn|e|>]
<adjaneyan>  [<|ad|ja|ne|y|an|>]
<styna>  [<|st|yn|a|>]
<aune>  [<|au|n|e|>]
<sa>  [<|sa|>]

female_names mat1 temp5 chs10:
<arlmorton>  [<|arl|mort|on|>]
<nondr>  [<|non|dr|>]
<tionaeshe>  [<|tion|ae|she|>]
<ganẗhi>  [<|g|ant|̈|hi|>]
<yair>  [<|ya|ir|>]
<shsephobiaislee>  [<|sh|se|phobia|is|lee|>]
<bstannshiph>  [<|b|st|ann|ship|h|>]
<inmultior>  [<|in|multi|or|>]
<eileemalyn>  [<|ei|lee|mal|yn|>]
<chairvation>  [<|cha|ir|va|tion|>]
<zoo>  [<|zoo|>]
<anaablyn>  [<|ana|ab|ly|n|>]
<ta>  [<|ta|>]
<ceptionmacroscopepolyiya>  [<|cept|ion|macro|scope|poly|iya|>]
<ka>  [<|ka|>]
<ha>  [<|ha|>]
<vers>  [<|vers|>]
<rypassion>  [<|ry|pass|ion|>]
<eyarai>  [<|ey|ara|i|>]
<ctjunctcon>  [<|ct|junct|con|>]
<eneinter>  [<|ene|inter|>]
<erible>  [<|er|ible|>]
<bilynq>  [<|bi|lyn|q|>]
<yeena>  [<|ye|ena|>]
<iďjectaly>  [<|id|̌|ject|aly|>]

female_names mat1 temp5 chs50:
<olc>  [<|ol|c|>]
<marmari>  [<|mar|mari|>]
<méianabti>  [<|me|́|ian|ab|ti|>]
<drle>  [<|dr|le|>]
<yaca>  [<|ya|ca|>]
<passionabléama>  [<|pass|ion|able|́|ama|>]
<logyza>  [<|logy|za|>]
<mabmarihibeneg>  [<|m|ab|mari|hi|bene|g|>]
<>  [<|>]
<abai>  [<|ab|ai|>]
<roys>  [<|ro|ys|>]
<ntic>  [<|nt|ic|>]
<ierl>  [<|ie|rl|>]
<re>  [<|re|>]
<gressscripthilla>  [<|gress|script|hi|lla|>]
<ieelenessismcides>  [<|ie|e|le|ness|ism|cide|s|>]
<drasexpsychpresslyn>  [<|dr|as|ex|psych|press|lyn|>]
<beneeat>  [<|bene|e|at|>]
<avz>  [<|av|z|>]
<hoodea>  [<|hood|ea|>]
<ean>  [<|ean|>]
<thermariy>  [<|therm|ari|y|>]
<pelell>  [<|pel|ell|>]
<ncha>  [<|n|cha|>]
<urd>  [<|ur|d|>]

female_names mat2 temp1 chs0:
<<yemariamne>>  [<|<|ye|mari|am|ne|>|>]
<<ena>>  [<|<|ena|>|>]
<<noa>>  [<|<|n|o|a|>|>]
<<halanna>>  [<|<|ha|lan|na|>|>]
<<kel>>  [<|<|ke|l|>|>]
<<mirra>>  [<|<|mi|rr|a|>|>]
<<hanigh>>  [<|<|han|i|g|h|>|>]
<<shukta>>  [<|<|sh|u|k|ta|>|>]
<<adwita>>  [<|<|ad|w|it|a|>|>]
<<leshawndra>>  [<|<|le|sha|w|nd|ra|>|>]
<<zik>>  [<|<|z|ik|>|>]
<<shaenna>>  [<|<|sha|en|na|>|>]
<<kahritisha>>  [<|<|ka|h|ri|ti|sha|>|>]
<<qunnie>>  [<|<|qu|nn|ie|>|>]
<<rodnesha>>  [<|<|ro|d|ne|sha|>|>]
<<zacaria>>  [<|<|za|ca|ria|>|>]
<<rashanna>>  [<|<|ra|sha|nna|>|>]
<<ketherine>>  [<|<|ke|th|eri|ne|>|>]
<<jamece>>  [<|<|ja|me|ce|>|>]
<<kdyn>>  [<|<|k|d|yn|>|>]
<<laren>>  [<|<|la|re|n|>|>]
<<ober>>  [<|<|o|be|r|>|>]
<<vani>>  [<|<|va|ni|>|>]
<<mireia>>  [<|<|mi|re|ia|>|>]
<<derisha>>  [<|<|de|ris|ha|>|>]

female_names mat2 temp1 chs10:
<<roauyahversagepulseneelleni>>  [<|<|ro|au|yah|vers|age|puls|ene|elle|ni|>|>]
<<da>>  [<|<|da|>|>]
<<pchronjectagetiriendiya>>  [<|<|p|chron|ject|age|ti|rie|nd|iya|>|>]
<<shespiretionannaityndintercontiońasabelle>>  [<|<|she|spire|tion|anna|ity|nd|inter|con|tion|́|as|ab|elle|>|>]
<<naia>>  [<|<|na|ia|>|>]
<<daaleautmaridean>>  [<|<|da|ale|aut|mari|de|an|>|>]
<<sheyenne>>  [<|<|she|ye|nne|>|>]
<<jocontraarlelyvia>>  [<|<|jo|contra|arl|ely|vi|a|>|>]
<<smaltudefacosportmonne>>  [<|<|s|mal|tude|fac|os|port|mo|nne|>|>]
<<gdiaishascriptianti>>  [<|<|g|dia|isha|script|i|anti|>|>]
<<raella>>  [<|<|ra|ell|a|>|>]
<<orgradahriya>>  [<|<|or|grad|ah|ri|ya|>|>]
<<nagraphanabren>>  [<|<|na|graph|ana|br|en|>|>]
<<gmian>>  [<|<|g|mi|an|>|>]
<<elaalycolpresslenbrseo>>  [<|<|ela|aly|col|press|len|br|se|o|>|>]
<<jeaǩssna>>  [<|<|je|ak|̌|ss|na|>|>]
<<napostmaagelyntionndaruptyegradctjolan>>  [<|<|na|post|ma|age|lyn|tion|nda|rupt|ye|grad|ct|jo|lan|>|>]
<<chjectmeterisẗiandiha>>  [<|<|ch|ject|meter|ist|̈|ian|di|ha|>|>]
<<sgraphalielaiyantdaprejuncteneexondr>>  [<|<|s|graph|ali|ela|iy|ant|da|pre|junct|ene|ex|on|dr|>|>]
<<ke>>  [<|<|ke|>|>]
<<mafulzaily>>  [<|<|ma|ful|za|il|y|>|>]
<<shamaia>>  [<|<|sh|ama|ia|>|>]
<<mîlinnm>>  [<|<|mi|̂|lin|n|m|>|>]
<<mcredbeneruptlessmycoltai>>  [<|<|m|cred|bene|rupt|less|my|col|ta|i|>|>]
<<dailinka>>  [<|<|da|il|in|ka|>|>]

female_names mat2 temp1 chs50:
<<sa>>  [<|<|sa|>|>]
<<roayityarlrieeerinebiarytose>>  [<|<|ro|ay|ity|arl|rie|eer|ine|bi|ary|to|se|>|>]
<<ka>>  [<|<|ka|>|>]
<<mopulsuniyprôtudepaniak>>  [<|<|mo|puls|uni|y|pro|̂|tude|pan|i|ak|>|>]
<<dinterttcaptcecountermon>>  [<|<|d|inter|tt|capt|ce|counter|mo|n|>|>]
<<nysa>>  [<|<|ny|sa|>|>]
<<laemari>>  [<|<|la|em|ari|>|>]
<<ta>>  [<|<|ta|>|>]
<<ralactanitracturmda>>  [<|<|ra|la|ct|ani|tract|ur|m|da|>|>]
<<ha>>  [<|<|ha|>|>]
<<chaaylqumika>>  [<|<|cha|ayl|qu|mi|ka|>|>]
<<jemi>>  [<|<|je|mi|>|>]
<<sieli>>  [<|<|si|eli|>|>]
<<friatractirn>>  [<|<|f|ria|tract|ir|n|>|>]
<<ar>>  [<|<|ar|>|>]
<<sjectmariauna>>  [<|<|s|ject|mari|au|na|>|>]
<<amndalisylla>>  [<|<|am|nda|lis|y|lla|>|>]
<<ki>>  [<|<|ki|>|>]
<<joflexeantionnnacenya>>  [<|<|jo|flex|ean|tion|nna|ce|ny|a|>|>]
<<ja>>  [<|<|ja|>|>]
<<vimyirkiali>>  [<|<|vi|my|ir|ki|ali|>|>]
<<haiveneleabpolyntaquaeaeiæshishepelveelceptinearieli>>  [<|<|ha|ive|n|ele|ab|poly|nt|aqua|ea|ei|æ|shi|she|pel|ve|el|cept|ine|ari|eli|>|>]
<<se>>  [<|<|se|>|>]
<<chpostisya>>  [<|<|ch|post|is|ya|>|>]
<<keayctalalialeeen>>  [<|<|ke|ay|ct|ala|lia|le|ee|n|>|>]

female_names mat2 temp2 chs0:
<<annalice>>  [<|<|anna|li|ce|>|>]
<<zimorece>>  [<|<|z|im|or|e|ce|>|>]
<<phiyah>>  [<|<|p|hi|yah|>|>]
<<kerlyn>>  [<|<|ke|rl|yn|>|>]
<<tinymarie>>  [<|<|ti|ny|mari|e|>|>]
<<arwinni>>  [<|<|ar|w|in|ni|>|>]
<<canya>>  [<|<|ca|ny|a|>|>]
<<kasheena>>  [<|<|ka|she|ena|>|>]
<<audreyna>>  [<|<|au|dr|ey|na|>|>]
<<chasideyci>>  [<|<|cha|si|de|y|ci|>|>]
<<erna>>  [<|<|er|na|>|>]
<<monette>>  [<|<|mo|ne|tt|e|>|>]
<<cebell>>  [<|<|ce|be|ll|>|>]
<<karson>>  [<|<|ka|r|s|on|>|>]
<<kimetta>>  [<|<|ki|me|tt|a|>|>]
<<biaca>>  [<|<|bi|ac|a|>|>]
<<cadijat>>  [<|<|ca|di|ja|t|>|>]
<<kolia>>  [<|<|k|ol|ia|>|>]
<<tal>>  [<|<|ta|l|>|>]
<<keaira>>  [<|<|ke|ai|ra|>|>]
<<koya>>  [<|<|k|o|ya|>|>]
<<champeran>>  [<|<|cha|m|p|er|an|>|>]
<<aayu>>  [<|<|a|ay|u|>|>]
<<aariyah>>  [<|<|a|ari|yah|>|>]
<<tamecca>>  [<|<|ta|me|c|ca|>|>]

female_names mat2 temp2 chs10:
<<japrocidemosubsubdoaliageote>>  [<|<|ja|pro|cide|mo|sub|sub|do|ali|age|o|te|>|>]
<<ed>>  [<|<|ed|>|>]
<<em>>  [<|<|em|>|>]
<<de>>  [<|<|de|>|>]
<<ah>>  [<|<|ah|>|>]
<<me>>  [<|<|me|>|>]
<<calandr>>  [<|<|ca|lan|dr|>|>]
<<re>>  [<|<|re|>|>]
<<doddickea>>  [<|<|do|d|di|c|k|ea|>|>]
<<dokeig>>  [<|<|do|ke|i|g|>|>]
<<cca>>  [<|<|c|ca|>|>]
<<shaghajectlinçalyketylyn>>  [<|<|sha|g|ha|ject|lin|ç|aly|ke|ty|lyn|>|>]
<<ilynshrrnnattolin>>  [<|<|i|lyn|sh|rr|nna|tt|ol|in|>|>]
<<arl>>  [<|<|arl|>|>]
